Year     Age      Female         Male        Total
2009    15     576044.73    607857.60   1183902.33
2009    16     583979.79    617652.47   1201632.26
2009    17     587014.96    618582.49   1205597.45
2009    18     584253.64    614423.31   1198676.95
2009    19     596714.25    629268.50   1225982.75
2009    20     624488.27    656677.18   1281165.45
2009    21     632055.50    664499.95   1296555.45
2009    22     648749.49    684337.55   1333087.04
2009    23     675122.57    708658.66   1383781.23
2009    24     697634.56    730129.00   1427763.56
2009    25     706257.03    738514.31   1444771.34
2009    26     705337.63    731690.82   1437028.45
2009    27     712763.30    740267.20   1453030.50
2009    28     736727.02    764481.81   1501208.83
2009    29     763499.50    792726.44   1556225.94
2009    30     799722.10    828113.87   1627835.97
2009    31     820862.43    848142.74   1669005.17
2009    32     858784.51    888858.89   1747643.40
2009    33     894929.36    926344.93   1821274.29
2009    34     951687.99    984884.01   1936572.00
2009    35     981435.71   1011103.00   1992538.71
2009    36     966725.53    999567.09   1966292.62
2009    37     945385.69    975452.77   1920838.46
2009    38     919431.42    948508.57   1867939.99
2009    39     894863.58    919033.02   1813896.60
2009    40     888691.52    911846.50   1800538.02
2009    41     923876.93    940041.99   1863918.92
2009    42     642542.48    665561.78   1308104.26
2009    43     872057.49    884243.18   1756300.67
2009    44     814212.74    831265.97   1645478.71
2009    45     787418.35    801082.31   1588500.66
2009    46     763582.18    776180.87   1539763.05
2009    47     751330.95    761496.94   1512827.89
2009    48     759531.20    766736.03   1526267.23
2009    49     763410.81    768872.88   1532283.69
2009    50     776198.51    777555.93   1553754.44
2009    51     728686.42    729844.93   1458531.35
2009    52     769044.33    769428.15   1538472.48
2009    53     800578.87    800676.00   1601254.87
2009    54     807671.17    808623.37   1616294.54
2009    55     852411.28    840445.43   1692856.71
2009    56     903860.01    889897.24   1793757.25
2009    57     949167.89    928885.60   1878053.49
2009    58    1018482.26   1006978.94   2025461.20
2009    59    1166550.82   1130838.70   2297389.52
2009    60    1148640.39   1118369.96   2267010.35
2009    61    1131623.08   1097440.59   2229063.67
2009    62     774720.07    745829.50   1520549.57
2009    63     694267.64    655706.71   1349974.35
2009    64     878581.18    819724.11   1698305.29
2009    65     902008.91    838118.28   1740127.19
2009    66     886241.19    820080.87   1706322.06
2009    67     904751.09    827556.42   1732307.51
2009    68     828676.23    753723.21   1582399.44
2009    69     723391.97    648874.64   1372266.61
2009    70     712551.24    634503.18   1347054.42
2009    71     800114.42    695879.24   1495993.66
2009    72     750977.15    643404.03   1394381.18
2009    73     768330.18    647646.91   1415977.09
2009    74     695545.78    567731.60   1263277.38
2009    75     696626.94    558475.70   1255102.64
2009    76     698342.14    547950.01   1246292.15
2009    77     645947.09    490734.89   1136681.98
2009    78     618188.31    460358.62   1078546.93
2009    79     591794.77    418338.36   1010133.13
2009    80     576802.99    396055.84    972858.83
2009    81     529861.86    347823.93    877685.79
2009    82     496788.52    318266.52    815055.04
2009    83     470491.44    273493.95    743985.39
2009    84     412911.90    224491.52    637403.42
2009    85     385323.39    179243.51    564566.90
2009    86     342663.69    143893.60    486557.29
2009    87     311396.61    121250.62    432647.23
2009    88     281829.22    106277.60    388106.82
2009    89     216156.29     79980.30    296136.59
2009    90     183981.57     64231.72    248213.29
2009    91     163825.56     54368.43    218193.99
2009    92     138043.74     43008.54    181052.28
2009    93     114548.43     33895.67    148444.10
2009    94      93139.62     26062.58    119202.20
2009    95      72597.62     18563.21     91160.83
2009    96      53911.37     12900.35     66811.72
2009    97      40034.03      8730.32     48764.35
2009    98      28224.58      5793.68     34018.26
2009    99      19191.85      3589.22     22781.07
2009   100      12889.94      2219.35     15109.29
2009   101       7980.28      1261.98      9242.26
2009   102       4172.39       675.50      4847.89
2009   103       2665.28       371.50      3036.78
2009   104       1526.56       193.16      1719.72
2009   105        881.93        96.07       978.00
2009   106        508.15        52.03       560.18
2009   107        240.07        16.01       256.08
2009   108        118.03        10.00       128.03
2009   109         58.00         5.00        63.00
2009   110+        46.00         4.00        50.00
2010     0     514768.05    540944.68   1055712.73
2010     1     522734.78    548182.58   1070917.36
2010     2     520021.85    547098.92   1067120.77
2010     3     522410.31    547859.04   1070269.35
2010     4     508060.43    532344.62   1040405.05
2010     5     529138.60    554334.31   1083472.91
2010     6     540610.10    567482.73   1108092.83
2010     7     550876.23    579203.55   1130079.78
2010     8     561815.71    589983.02   1151798.73
2010     9     573854.07    603937.78   1177791.85
2010    10     566516.10    595743.78   1162259.88
2010    11     579627.72    607991.68   1187619.40
2010    12     576007.88    603277.38   1179285.26
2010    13     579723.54    609134.92   1188858.46
2010    14     576746.24    606120.23   1182866.47
2010    15     600415.74    634868.93   1235284.67
2010    16     576794.18    609247.63   1186041.81
2010    17     584793.02    619005.67   1203798.69
2010    18     586215.51    617858.80   1204074.31
2010    19     581975.30    612129.18   1194104.48
2010    20     593209.73    625010.82   1218220.55
2010    21     620735.10    651689.24   1272424.34
2010    22     627718.28    658809.22   1286527.50
2010    23     644420.80    677300.09   1321720.89
2010    24     672536.32    702352.70   1374889.02
2010    25     696854.71    726187.99   1423042.70
2010    26     706346.20    736216.76   1442562.96
2010    27     706899.94    732115.51   1439015.45
2010    28     714612.81    741161.91   1455774.72
2010    29     739278.36    766438.89   1505717.25
2010    30     765735.69    794954.60   1560690.29
2010    31     802095.89    831060.90   1633156.79
2010    32     822904.61    850573.41   1673478.02
2010    33     860750.10    891466.71   1752216.81
2010    34     896481.36    928454.58   1824935.94
2010    35     953529.75    987442.43   1940972.18
2010    36     982797.43   1013659.95   1996457.38
2010    37     968104.94   1002294.86   1970399.80
2010    38     946221.74    977316.12   1923537.86
2010    39     920199.59    950260.81   1870460.40
2010    40     896073.95    920942.87   1817016.82
2010    41     889776.47    913161.16   1802937.63
2010    42     924701.78    941188.93   1865890.71
2010    43     642986.63    666205.23   1309191.86
2010    44     872306.07    884143.90   1756449.97
2010    45     814045.28    830956.02   1645001.30
2010    46     787549.73    800663.18   1588212.91
2010    47     763880.43    776238.48   1540118.91
2010    48     751177.68    760651.62   1511829.30
2010    49     759282.12    766099.00   1525381.12
2010    50     762816.05    767512.21   1530328.26
2010    51     775821.82    776358.98   1552180.80
2010    52     728089.10    728221.91   1456311.01
2010    53     768303.76    767499.54   1535803.30
2010    54     799586.73    798194.11   1597780.84
2010    55     806937.09    806430.33   1613367.42
2010    56     851432.26    837615.51   1689047.77
2010    57     902841.46    887007.28   1789848.74
2010    58     948079.43    925042.06   1873121.49
2010    59    1016953.65   1002788.19   2019741.84
2010    60    1164480.86   1124871.93   2289352.79
2010    61    1146574.26   1112014.15   2258588.41
2010    62    1129723.97   1090737.41   2220461.38
2010    63     773045.27    740394.17   1513439.44
2010    64     692679.93    650349.44   1343029.37
2010    65     875750.72    811792.50   1687543.22
2010    66     898143.47    828235.50   1726378.97
2010    67     882191.38    810046.82   1692238.20
2010    68     900229.26    816510.30   1716739.56
2010    69     823691.38    742436.15   1566127.53
2010    70     718816.03    637790.16   1356606.19
2010    71     707541.28    623060.52   1330601.80
2010    72     793889.81    681266.46   1475156.27
2010    73     744626.13    628173.95   1372800.08
2010    74     760625.29    630533.51   1391158.80
2010    75     687539.49    550815.87   1238355.36
2010    76     687705.31    539846.70   1227552.01
2010    77     688198.91    527794.60   1215993.51
2010    78     634643.88    469919.01   1104562.89
2010    79     606241.84    438656.12   1044897.96
2010    80     578484.64    395711.38    974196.02
2010    81     561904.56    372461.33    934365.89
2010    82     514439.83    324691.61    839131.44
2010    83     478435.28    295012.01    773447.29
2010    84     450556.92    251046.15    701603.07
2010    85     392889.37    203944.40    596833.77
2010    86     364038.64    161059.48    525098.12
2010    87     320841.84    127910.51    448752.35
2010    88     289050.67    106377.51    395428.18
2010    89     258375.08     91781.82    350156.90
2010    90     195815.70     67815.58    263631.28
2010    91     164431.12     53568.31    217999.43
